ID,Image_Name,Image_Features,Name,Image_Description
6480,image_05322.jpg,"[[-3.6433266e-04  4.1773878e-03  2.4042083e-03 ...  2.1982789e+00
  -3.3574244e-01  5.6256229e-01]]",tree poppy,a white vase filled with lots of yellow tree poppys 
6481,image_03358.jpg,"[[-5.2476488e-04  2.3072807e-03 -4.4484162e-03 ...  2.9903123e+00
  -6.2671125e-01  5.5768067e-01]]",bird of paradise,a bird that is standing in the middle of a bunch of bird of paradises 
6482,image_07747.jpg,"[[-1.21534016e-04  1.19399456e-02  1.56117592e-03 ...  5.08206189e-01
  -6.59592152e-01  5.40215433e-01]]",mallow,a red rose sitting on top of a red plant 
6483,image_04644.jpg,"[[ 3.1259729e-05  4.4174548e-03  5.2507864e-03 ... -2.0133661e-01
  -6.6021405e-02  8.7494528e-01]]",buttercup,a yellow buttercup in the middle of a green field 
6484,image_00191.jpg,"[[-2.7161010e-04  9.0461280e-03 -1.4154485e-03 ... -3.1026968e-01
  -7.6385200e-01 -4.7408077e-01]]",passion flower,a very cute looking passion flower in a passion flower pot 
6485,image_04201.jpg,"[[-4.6759364e-04  1.2116037e-02  2.7324148e-03 ... -9.6172673e-01
  -9.3759827e-02  1.2160441e+00]]",wild pansy,a blue and white bird standing on top of a lush green field 
6486,image_00958.jpg,"[[-2.0815061e-04  8.0129467e-03  1.3020963e-03 ...  4.3010241e-01
  -2.0573951e-01  1.7533308e+00]]",wallflower,a bouquet of wallflowers in a wallflower pot 
6487,image_01768.jpg,"[[-1.1321415e-04  6.0303286e-03  3.0564149e-03 ...  1.0672014e+00
  -1.3327530e-01  8.3587462e-01]]",hibiscus,a close up picture of a hibiscus arrangement 
6488,image_07993.jpg,"[[-1.4872078e-04  8.0895396e-03  2.5206804e-03 ...  1.1219238e+00
  -3.6751863e-01  1.3040987e+00]]",trumpet creeper,a close up view of a trumpet creeper in a vase 
6489,image_06347.jpg,"[[-2.8869959e-05  8.5178036e-03  2.8862841e-03 ...  2.2133625e+00
   7.6883897e-02 -1.8057843e-01]]",yellow iris,a small yellow yellow iris in the middle of a grassy area 
6490,image_03758.jpg,"[[-1.6674759e-04  8.2458006e-03 -3.5277852e-03 ...  4.9569473e+00
  -1.0217632e-01  5.2491021e-01]]",cape flower,a cape flower in a cape flower pot on the ground 
6491,image_00470.jpg,"[[-4.3583268e-04  6.5654563e-03  3.4959717e-03 ... -1.4049348e+00
  -2.6722580e-01 -6.1679411e-01]]",cyclamen,a large pink cyclamen in a vase on a table 
6492,image_05495.jpg,"[[-5.2898744e-04  7.6909242e-03 -4.7941788e-04 ...  9.6874541e-01
  -4.2884877e-01  1.3458034e+00]]",magnolia,a pink magnolia sitting on top of a green plant 
6493,image_06094.jpg,"[[-1.3796362e-04  9.6140113e-03 -5.5375625e-04 ...  1.4771459e+00
   2.5524953e-01  4.4166866e-01]]",spear thistle,a bird sitting on top of a spear thistle pot 
6494,image_00733.jpg,"[[ 1.84102057e-04  1.02412375e-02  4.88680368e-03 ...  1.74896395e+00
  -3.18414062e-01 -3.30794096e-01]]",watercress,a close up view of a close up view of a plant 
6495,image_04721.jpg,"[[-2.0395362e-04  8.7098489e-03  4.3789465e-03 ... -6.0840294e-02
  -6.7364806e-01  7.2904110e-01]]",pelargonium,a purple and white pelargonium in a plant 
6496,image_02210.jpg,"[[-4.6150954e-04 -2.2763941e-03  9.1915182e-04 ... -5.6470853e-01
  -1.0055271e+00 -3.6447346e-01]]",barbeton daisy,a red barbeton daisy sitting on top of a green plant 
6497,image_07617.jpg,"[[-1.1367747e-04  5.0246338e-03  6.0169417e-03 ... -7.3419857e-01
  -1.5519791e-02 -3.4204695e-01]]",camellia,a white rose in a white camellia vase 
6498,image_01606.jpg,"[[-4.4109111e-04  9.8537868e-03  1.6190658e-03 ...  8.8732141e-01
   3.1727307e-02  3.0358177e-01]]",clematis,a clematis in a clematis pot on a wooden fence 
6499,image_00424.jpg,"[[-2.4408950e-04  4.4490285e-03  2.3062951e-03 ...  4.7796315e-01
   6.5129679e-01 -7.6665014e-01]]",water lily,a plant that is growing out of a water lily pot 
6500,image_00602.jpg,"[[-6.5050031e-06  7.4323700e-03  4.4701900e-03 ...  9.6559429e-01
  -6.2178653e-01  5.8834291e-01]]",watercress,a red and white fire hydrant sitting in the middle of a garden 
6501,image_00543.jpg,"[[-1.8906992e-04  6.0497657e-03  3.0988974e-03 ...  1.9608730e+00
  -2.3405948e-01 -2.6326936e-01]]",cyclamen,a pink cyclamen in a cyclamen pot on a sunny day 
6502,image_02655.jpg,"[[ 1.4268773e-04  1.0215122e-02  5.6001684e-03 ... -9.9841213e-01
  -9.9887252e-03  5.8016747e-02]]",geranium,a close up picture of a geranium in a geranium pot 
6503,image_03634.jpg,"[[-6.5980450e-05  7.2091343e-03  5.4925680e-03 ... -6.7039329e-01
  -1.6697000e-01  4.7771756e-02]]",azalea,a blue azalea sitting on top of a bush 
6504,image_06206.jpg,"[[-0.00072175 -0.00226139 -0.00266337 ...  0.43679133 -0.4823184
   0.29963118]]",oxeye daisy,a large white bird sitting on top of a plant 
6505,image_02569.jpg,"[[-5.7776004e-05  4.9555395e-03 -1.5602497e-04 ...  8.2220770e-02
   5.3351843e-01 -4.5252931e-01]]",columbine,a columbine in a vase on the ground 
6506,image_00105.jpg,"[[-1.4953090e-04  6.7530321e-03 -1.4239893e-03 ...  1.9919637e-01
  -3.5050637e-01  7.9511441e-02]]",passion flower,a very cute looking passion flower in a passion flower pot 
6507,image_03365.jpg,"[[-1.3468410e-04  1.5340418e-03 -5.1405589e-04 ...  3.7635918e+00
  -3.4715310e-01  1.4578347e-01]]",bird of paradise,a bird that is standing in the grass 
6508,image_01592.jpg,"[[-1.5209780e-04  8.8722548e-03  2.1775404e-03 ...  1.8262289e+00
  -9.4483989e-01 -2.6930761e-01]]",clematis,a plant that is growing out of a clematis pot 
6509,image_00167.jpg,"[[-8.6808263e-04  7.2008069e-04  1.1314142e-03 ...  9.5617551e-01
  -1.7261778e-01  6.9549441e-01]]",passion flower,a plant that is growing out of a plant 
6510,image_07700.jpg,"[[-7.0566377e-05  1.2940014e-02  2.8533449e-03 ... -1.0207397e+00
   1.3164690e-01 -6.3462561e-01]]",mallow,a yellow umbrella sitting on top of a plant 
6511,image_04811.jpg,"[[-3.9439526e-04  7.9820156e-03  4.8417812e-03 ... -9.6805167e-01
   1.5403235e-01  4.8323908e-01]]",desert-rose,a brown and white desert-rose in a green vase 
6512,image_07732.jpg,"[[-2.2599606e-04  1.1781082e-02  1.5130059e-03 ...  1.2956182e+00
  -4.2298618e-01  8.0769652e-01]]",mallow,a plant that is growing out of a window 
6513,image_02184.jpg,"[[-2.5015077e-04  3.7787436e-03  3.9326306e-03 ... -1.3944532e-01
  -1.0916618e+00 -4.5005009e-02]]",thorn apple,a white thorn apple sitting on top of a plant 
6514,image_01091.jpg,"[[-3.2045344e-05  7.3294519e-03  5.2629001e-03 ... -1.0687832e+00
   5.9339857e-01  1.6054127e-01]]",wallflower,a close up picture of a wallflower on a plant 
6515,image_01775.jpg,"[[-3.2320732e-04  5.7888334e-03  5.2963151e-03 ... -6.4536649e-01
  -6.0217547e-01  3.7364385e-01]]",hibiscus,a red and white hibiscus in a blue vase 
6516,image_06407.jpg,"[[-2.29082492e-04  1.20770345e-02  1.01236255e-04 ...  3.30539912e-01
  -3.72509658e-01 -1.34695664e-01]]",monkshood,a blue and yellow monkshood in a blue vase 
6517,image_03304.jpg,"[[-1.5769017e-04  7.3351893e-03  9.4995176e-04 ...  1.2265754e+00
   6.1997128e-01  1.9445252e-01]]",bird of paradise,a green and yellow bird of paradise is growing on a tree 
6518,image_03076.jpg,"[[-6.2839634e-04  1.1241673e-03 -2.4268168e-03 ...  4.0280676e+00
  -2.1374583e-01  8.7661028e-01]]",bee balm,a very pretty bee balm in the middle of a field 
6519,image_00203.jpg,"[[-5.1889248e-04  2.3374062e-03  3.3841038e-04 ...  1.0646509e+00
  -6.3619214e-01  8.3530575e-01]]",passion flower,a black and white photo of a plant 
6520,image_00673.jpg,"[[ 1.12582304e-04  8.76840018e-03  7.34502217e-03 ...  7.66846180e-01
  -5.89726150e-01 -9.13915336e-02]]",watercress,a close up view of a close up view of a plant 
6521,image_01194.jpg,"[[-3.7705573e-05  5.3917053e-03  3.1188419e-03 ... -5.6889057e-01
  -2.2161117e-01 -7.5379568e-01]]",rose,a red rose in a red rose bouquet 
6522,image_05820.jpg,"[[-0.00053254  0.00529484  0.00265586 ... -0.30048665 -0.04964885
   0.01350564]]",great masterwort,a black and white photo of a black and white dog 
6523,image_06791.jpg,"[[-2.4343013e-04  8.0804434e-03 -1.2488788e-04 ...  2.3229206e+00
  -1.4240691e-01 -5.2982390e-01]]",fire lily,a fire lily arrangement in a vase on a sunny day 
6524,image_02579.jpg,"[[-2.5931880e-04  7.9322066e-03  2.0409387e-03 ... -6.6066402e-01
  -5.8855712e-02  1.7085704e+00]]",columbine,a blue and white columbine in the middle of a field 
6525,image_04306.jpg,"[[-2.0347927e-04  6.9092768e-03  2.1310896e-03 ... -1.0413489e+00
   1.1327705e-01 -7.0306294e-02]]",peruvian lily,a peruvian lily in a vase on a sunny day 
6526,image_01821.jpg,"[[-2.0725292e-04  7.0952098e-03  4.0285741e-03 ... -1.8040314e-01
  -6.6488689e-01  6.9480532e-01]]",hibiscus,a close up picture of a plant in the sun 
6527,image_07509.jpg,"[[-6.3561609e-05  6.0467436e-03  7.0183920e-03 ...  7.9757339e-01
  -3.4162620e-01  7.0239127e-01]]",bougainvillea,a tree filled with lots of red and yellow bougainvilleas 
6528,image_01434.jpg,"[[-3.3001565e-05  5.5738315e-03 -1.0959413e-03 ...  1.6631571e+00
  -3.8279101e-01 -1.6498144e-01]]",petunia,a petunia in the middle of a bush 
6529,image_00842.jpg,"[[-7.9068984e-04  5.0372216e-03  8.0877874e-04 ...  6.4699429e-01
   4.3704352e-01 -8.0702060e-01]]",frangipani,a row of frangipanis sitting on top of a plant 
6530,image_01376.jpg,"[[-2.5548242e-04  8.9487899e-03  1.4902229e-03 ...  9.9189025e-01
  -4.1074196e-01  2.6316756e-01]]",petunia,a plant that is growing out of the ground 
6531,image_02030.jpg,"[[-1.3107272e-05  1.3360071e-02  4.7590281e-04 ...  5.8666414e-01
  -2.2054926e-01  4.9052882e-01]]",anthurium,a red and white fire hydrant sitting on top of a plant 
6532,image_04976.jpg,"[[-4.1583447e-05  5.0633643e-03  3.9825486e-03 ...  4.3405041e-01
  -1.0147649e-01 -3.3120197e-01]]",marigold,a close up view of some marigolds on a table 
6533,image_01894.jpg,"[[-9.6798263e-05  8.7484494e-03  3.4096926e-03 ... -5.1616472e-01
  -4.0529400e-01  8.6703068e-01]]",lotus lotus,a plant that is growing in the grass 
6534,image_00851.jpg,"[[-1.5808233e-04  4.2165588e-03  2.5330824e-03 ...  1.6247356e+00
   7.8801632e-02 -8.0842155e-01]]",frangipani,a frangipani in the middle of a tree 
6535,image_05054.jpg,"[[-2.6752386e-04  3.5112319e-03  2.3943323e-03 ... -1.0157535e-01
  -3.2234922e-01 -3.7816089e-01]]",orange dahlia,a plant that is growing out of the ground 
6536,image_04752.jpg,"[[ 6.4780106e-05  1.0602804e-02  4.6536583e-03 ...  3.5166192e-01
  -3.0582401e-01  2.3078504e+00]]",pelargonium,a pink rose in the middle of a plant 
6537,image_03884.jpg,"[[-5.3062360e-04  2.2148625e-03 -3.7135844e-04 ...  2.6423099e+00
  -9.1718757e-01  2.1282001e+00]]",purple coneflower,a red and white purple coneflower in a purple coneflower pot 
6538,image_00441.jpg,"[[-0.00060924  0.00490054 -0.00047973 ... -0.04139871 -0.31539404
   0.29865834]]",water lily,a water lily in a water lily pot on a sunny day 
6539,image_03520.jpg,"[[-4.26263869e-04  1.21002905e-02  1.18672906e-03 ... -1.57209885e+00
  -4.74966645e-01  1.50486565e+00]]",sweet william,a number of sweet williams in a vase on a table 
6540,image_00065.jpg,"[[-7.4500963e-04  6.4264736e-03 -4.6425587e-03 ...  1.4998966e+00
  -9.4880193e-01  4.2303124e-01]]",passion flower,a passion flower in a vase on a window sill 
6541,image_07101.jpg,"[[-1.0082877e-03  1.5606428e-03 -4.0711779e-03 ...  1.6507970e+00
  -5.1222378e-01 -3.9690822e-01]]",globe thistle,a large green plant in the middle of a field 
6542,image_05883.jpg,"[[-0.00054863 -0.00148008 -0.00319931 ...  0.44783893 -0.4445361
  -0.45104882]]",black-eyed susan,a yellow black-eyed susan sitting on top of a pile of yellow black-eyed susans 
6543,image_01388.jpg,"[[-2.8113101e-04  3.1750160e-03  5.6771067e-04 ...  4.6288219e-01
   2.1260159e-02 -1.2607709e+00]]",petunia,a very pretty petunia in the middle of a field 
6544,image_02437.jpg,"[[-2.1575547e-04  7.4548759e-03  5.2286666e-03 ... -4.0369686e-01
  -6.0916615e-01  1.1964884e+00]]",sword lily,a bouquet of red and white sword lilys in a vase 
6545,image_07825.jpg,"[[-1.8578714e-04  8.5426560e-03  5.8475849e-03 ... -4.6522439e-02
  -1.6997625e-01  3.0355406e-01]]",mexican petunia,a pink mexican petunia in the middle of a green field 
6546,image_05202.jpg,"[[-2.4052932e-04  2.3402153e-03  1.1295163e-03 ... -5.1224208e-01
  -1.1426219e-01 -1.0864702e-01]]",english marigold,a close up view of a english marigold in a vase 
6547,image_02550.jpg,"[[-2.3024810e-04  6.9424473e-03  5.4113511e-03 ...  1.1179272e+00
  -6.0118026e-01 -4.2469376e-01]]",morning glory,a blue and yellow morning glory in a blue vase 
6548,image_02456.jpg,"[[-5.5829104e-04  4.7708726e-03  2.8593861e-03 ... -7.8532763e-02
  -5.6360149e-01  1.4044489e+00]]",morning glory,a pink morning glory sitting on top of a chain link fence 
6549,image_03230.jpg,"[[-6.1693747e-05  5.5308444e-03  2.4247305e-03 ...  1.4155723e-01
  -1.6252697e-01  5.1255631e-01]]",californian poppy,a close up picture of a californian poppy in the middle of a field 
6550,image_01996.jpg,"[[3.1010646e-04 9.4731739e-03 1.3260618e-03 ... 2.1737928e+00
  1.3696557e-01 7.5061738e-01]]",anthurium,a red and white vase filled with red and white anthuriums 
6551,image_07955.jpg,"[[-3.0405250e-05  6.5132002e-03  7.2029890e-03 ...  6.1524862e-01
   1.0083266e-01  7.7159196e-01]]",trumpet creeper,a close up picture of a trumpet creeper in a trumpet creeperbed 
6552,image_01097.jpg,"[[-9.8297060e-05  8.5933078e-03  5.4288884e-03 ... -1.7563752e+00
  -7.7398293e-02  3.0733079e-01]]",wallflower,a vase filled with wallflowers on top of a table 
6553,image_05529.jpg,"[[-6.3465425e-04 -1.2093170e-03 -1.5556066e-03 ... -5.6434947e-01
  -9.1143841e-01  1.2005748e-01]]",osteospermum,a blue and white osteospermum in a blue and white vase 
6554,image_05649.jpg,"[[-2.3551684e-04  1.4371904e-02  4.6163206e-03 ... -1.5123539e+00
   8.3487533e-02  2.4209597e+00]]",sweet pea,two red sweet peas in a vase on a table 
6555,image_07135.jpg,"[[-3.4022745e-04  5.7977233e-03  1.7664518e-03 ...  2.9870296e-01
  -1.3718089e-01  6.6042322e-01]]",bolero deep blue,a very pretty bolero deep blue in the middle of a green field 
6556,image_05172.jpg,"[[-4.9114472e-04 -3.1578073e-03 -3.2559971e-03 ... -7.8260547e-01
  -5.4832751e-01 -5.4485351e-01]]",english marigold,a yellow vase filled with lots of yellow english marigolds 
6557,image_04066.jpg,"[[-0.00060877  0.00030511 -0.00097863 ...  0.25925833 -0.24501309
  -0.21620496]]",colt's foot,a black and white photo of a brown and white colt's foot 
6558,image_05185.jpg,"[[-0.00056161 -0.00096344  0.00307269 ... -0.40336064 -0.35443088
  -0.43315154]]",english marigold,a blue vase filled with lots of yellow english marigolds 
6559,image_01787.jpg,"[[-5.3115808e-05  6.7277597e-03  1.0304283e-02 ...  1.8010778e+00
  -1.1785109e-02  1.8857627e-01]]",hibiscus,an orange hibiscus is hanging from a tree 
6560,image_03633.jpg,"[[-1.3382752e-04  1.1967457e-02  1.9484719e-03 ... -1.1126269e+00
  -1.9365279e-01  6.0323763e-01]]",azalea,a very pretty azalea in the middle of a tree 
6561,image_08055.jpg,"[[-1.4965142e-04  7.6114801e-03  6.9053669e-04 ...  4.6316462e+00
  -6.3853823e-02 -2.3989634e-01]]",hippeastrum,a hippeastrum in a vase on a table 
6562,image_04209.jpg,"[[-4.6541603e-04  9.9942693e-03  3.8588869e-03 ...  7.5351077e-01
   5.6303501e-02  2.7460670e-01]]",wild pansy,a colorful wild pansy arrangement is displayed in a vase 
6563,image_04982.jpg,"[[ 7.8872305e-05 -8.1131281e-04  4.3322146e-03 ...  1.0703105e+00
  -5.5971321e-02 -4.4081992e-01]]",marigold,two yellow marigolds in a green vase on a sunny day 
6564,image_03939.jpg,"[[-9.4910814e-05  9.1734221e-03  3.2386989e-03 ... -7.4568832e-01
  -4.6696055e-01 -2.2392210e-01]]",petunia,a petunia in a petunia pot on a sunny day 
6565,image_07641.jpg,"[[-2.9850689e-05  1.1150445e-02  1.2365533e-03 ... -3.5927367e-01
  -4.3361196e-01  4.5934826e-01]]",camellia,a red rose sitting on top of a plant 
6566,image_04379.jpg,"[[-5.6496618e-04  8.6742416e-03  1.9959491e-03 ...  1.6547222e+00
   2.3919281e-01  8.7007874e-01]]",ruby-lipped cattleya,a very cute looking ruby-lipped cattleya in a ruby-lipped cattleya pot 
6567,image_01980.jpg,"[[ 6.7837835e-05  8.6722989e-03  8.3794823e-04 ...  2.2070861e-01
  -2.8629629e-02  2.6555684e+00]]",anthurium,a red and white fire hydrant in a garden 
6568,image_07133.jpg,"[[-2.1907406e-04  1.5772579e-02 -1.1359872e-03 ...  7.0826876e-01
   1.9296946e-01  1.2109500e-01]]",bolero deep blue,a bouquet of purple bolero deep blues in a vase 
6569,image_07600.jpg,"[[4.3066961e-05 9.9109178e-03 5.5829491e-03 ... 6.2819195e-01
  8.8946618e-02 8.7805653e-01]]",camellia,a pink rose in a camellia pot on a sunny day 
6570,image_04831.jpg,"[[-1.2405211e-04  8.1253173e-03  3.0427857e-03 ... -1.6666818e+00
   4.8215374e-01 -1.0405370e-01]]",hippeastrum,a bouquet of hippeastrums in a white vase 
6571,image_04215.jpg,"[[-1.7349172e-04  7.3534735e-03  2.2668126e-03 ...  4.7033107e-01
  -4.4491217e-01  3.7878177e-01]]",wild pansy,a plant that is growing in a wild pansy pot 
6572,image_04120.jpg,"[[-9.7423865e-05  7.7899261e-03  6.8392605e-04 ...  2.4901965e+00
   9.0865893e-03  9.9797261e-01]]",artichoke,a large purple artichoke in the middle of a field 
6573,image_00643.jpg,"[[-6.4209817e-05  5.6813392e-03  2.1161409e-03 ...  3.4599266e+00
  -2.6828662e-01  3.7068403e-01]]",watercress,a close up view of a leafy green plant 
6574,image_04884.jpg,"[[-0.00045561  0.00528494  0.0020662  ... -0.07992451  0.2220113
  -0.3937176 ]]",hippeastrum,a white hippeastrum in a blue vase on a table 
6575,image_01235.jpg,"[[ 1.0047364e-05  5.1660202e-03  5.1320489e-03 ...  1.6135756e+00
  -2.8838351e-01  1.0340883e+00]]",rose,a red rose in a rose pot on a sunny day 
6576,image_00944.jpg,"[[-4.5023751e-04  8.9551359e-03  1.7568381e-03 ... -8.1367415e-01
   2.0827797e-01  1.0717044e+00]]",frangipani,a close up picture of some frangipanis in a tree 
6577,image_05875.jpg,"[[-4.4538977e-04 -4.3197749e-03 -8.6462713e-04 ...  3.7567842e-01
  -5.3658670e-01  7.0107363e-02]]",black-eyed susan,a yellow and black bird sitting on top of a pile of yellow black-eyed susans 
6578,image_07301.jpg,"[[-1.91175757e-04  1.15149105e-02  3.97273619e-03 ... -1.55500031e+00
   1.76542804e-01  1.74667513e+00]]",desert-rose,a pink and white desert-rose in a desert-rose pot 
6579,image_07931.jpg,"[[-4.6767332e-04  2.7331084e-03  1.5036106e-03 ...  1.0378773e+00
  -9.8093498e-01  2.6596597e-01]]",blanket flower,a pile of red blanket flowers sitting on top of each other 
6580,image_07093.jpg,"[[-5.6553580e-04  7.1267844e-03 -5.3782822e-03 ...  6.7541426e-01
  -3.1048632e-01  6.8478215e-01]]",globe thistle,a large brown and white bird standing on top of a green plant 
6581,image_07432.jpg,"[[-3.7845771e-04  5.4684584e-03  2.9461919e-03 ...  5.1050442e-01
   9.2738777e-02 -4.6238717e-01]]",foxglove,a pair of black and white birds standing next to each other 
6582,image_03345.jpg,"[[-3.3792460e-04  4.6302690e-03  8.7274297e-04 ...  1.9762253e+00
  -3.4442478e-01  1.4465128e+00]]",bird of paradise,a large green and yellow bird of paradise in a plant 
6583,image_02214.jpg,"[[-5.1122427e-04 -1.4894574e-03 -2.8007501e-04 ...  5.1999384e-01
  -9.4138378e-01 -2.2944960e-01]]",barbeton daisy,a vase filled with yellow barbeton daisys on top of a table 
6584,image_06189.jpg,"[[ 6.0998133e-05  1.0761754e-02  5.8958069e-03 ...  3.2698199e-01
  -6.3340947e-02  1.0537452e-01]]",balloon flower,a blue and white balloon flower in a blue vase 
6585,image_05991.jpg,"[[-4.2932725e-04  3.7816674e-03  5.7854657e-03 ... -4.5652741e-01
   4.3296024e-02  2.5353542e-01]]",windflower,a green and white windflower in a windflower pot 
6586,image_03170.jpg,"[[-1.8375870e-04  1.4367605e-02  4.0988848e-03 ... -1.0751466e+00
  -3.4695860e-02  5.9418839e-01]]",snapdragon,two red and white snapdragons in a clear blue sky 
6587,image_04264.jpg,"[[-5.4890983e-04  5.4362849e-03  3.8676311e-03 ...  6.5536124e-01
  -3.0512351e-01  6.7557800e-01]]",peruvian lily,a bouquet of peruvian lilys in a vase on a table 
6588,image_04853.jpg,"[[-2.3535659e-04  9.4390530e-03  1.2940580e-03 ... -3.8480398e-01
  -9.7272977e-02  6.7291319e-02]]",hippeastrum,a white hippeastrum in a clear vase on a table 
6589,image_04987.jpg,"[[ 1.3487791e-05  3.6007464e-03  5.8346516e-03 ...  1.8978689e+00
  -4.2247891e-01 -3.6303076e-01]]",marigold,a marigold in a vase on a sunny day 
6590,image_04367.jpg,"[[ 2.4164679e-05  9.9630030e-03  2.3337642e-03 ... -8.8477165e-02
  -7.2338378e-01  1.1520913e+00]]",ruby-lipped cattleya,a yellow and white ruby-lipped cattleya in a vase on a table 
6591,image_03809.jpg,"[[-1.7064982e-04  7.1234927e-03  4.7766318e-04 ...  8.2352215e-01
  -2.2312601e-01  1.2002574e+00]]",cape flower,a cape flower in a vase with other cape flowers in it 
6592,image_05769.jpg,"[[-0.00050564  0.00174924 -0.00169278 ...  0.4732774  -0.4551291
  -0.38500425]]",king protea,a brown and white king protea sitting on top of a green plant 
6593,image_07982.jpg,"[[-6.73203904e-04  1.43137900e-02  2.35475297e-03 ...  2.18725705e+00
   1.00871064e-01  1.79606283e+00]]",trumpet creeper,a red and white fire hydrant next to a bunch of trumpet creepers 
6594,image_07918.jpg,"[[-5.3540053e-04  4.4146446e-03  2.1844343e-04 ...  1.4123104e+00
  -5.7333708e-01  1.5808877e-01]]",blanket flower,a pile of dried blanket flowers sitting in the middle of a field 
6595,image_01264.jpg,"[[ 8.0923377e-07  6.9194450e-03  1.2727763e-03 ...  1.1295705e+00
  -4.2886925e-01  1.0230817e+00]]",rose,a pink rose in a pink rose pot 
6596,image_05885.jpg,"[[-7.4748462e-04 -7.7766716e-03 -3.0769687e-03 ... -3.7555743e-02
  -5.7020307e-01  1.1532630e+00]]",black-eyed susan,a yellow black-eyed susan sitting on top of a pile of yellow black-eyed susans 
6597,image_00282.jpg,"[[-4.1399189e-04  3.1008867e-03 -4.3886455e-04 ...  6.1056578e-01
  -1.8006104e-01  2.4368012e-01]]",water lily,a red rose sitting on top of a plant 
6598,image_04946.jpg,"[[ 1.7688202e-04 -1.0174117e-03  6.2069674e-03 ...  1.4177225e+00
  -3.2409307e-01 -9.3282801e-01]]",giant white arum lily,a black and white photo of a white giant white arum lily 
6599,image_01799.jpg,"[[ 2.8643739e-05  1.3010748e-02  3.4026732e-03 ... -1.1182314e+00
  -4.1891298e-01 -9.3780780e-01]]",hibiscus,a red and white hibiscus in a vase 
6600,image_02923.jpg,"[[-5.5234932e-04  7.2922106e-03  2.6306410e-03 ... -5.5866671e-01
   1.2542546e-01 -6.6854089e-01]]",pink-yellow dahlia,a vase filled with pink-yellow dahlias on top of a table 
6601,image_02442.jpg,"[[-1.3107892e-04  1.1409554e-02  5.1121917e-03 ...  4.4154993e-01
   7.4380726e-01  2.5953696e+00]]",sword lily,a vase filled with sword lilys on top of a brick wall 
6602,image_04297.jpg,"[[-1.4173276e-04  7.1583008e-03  5.6240023e-03 ...  8.2434177e-01
  -1.4520222e-01  5.7448161e-01]]",peruvian lily,a peruvian lily in a vase on a table 
6603,image_05315.jpg,"[[-3.0677184e-04  3.4538258e-03  5.4942039e-03 ... -1.0980051e+00
  -8.4461145e-02  2.6300147e-02]]",tree poppy,a black and white photo of a brown and white tree poppy 
6604,image_00123.jpg,"[[-5.2657304e-04  4.7433376e-03  1.4762906e-03 ...  2.1352794e+00
  -6.0686970e-01  3.7614560e-01]]",passion flower,a plant that is in a passion flower pot 
6605,image_03018.jpg,"[[-2.9436831e-04  4.3886527e-03  2.9611019e-03 ...  6.2104464e-01
  -1.4636492e-03 -6.6512048e-01]]",pink-yellow dahlia,a pile of yellow pink-yellow dahlias sitting on top of a plant 
6606,image_00289.jpg,"[[-0.00061938  0.00447751 -0.00152434 ... -0.13885093 -0.22828694
   0.2222271 ]]",water lily,a red rose sitting in a green plant 
6607,image_05858.jpg,"[[-0.00045137 -0.00362738 -0.00088725 ...  0.32498994 -0.13962567
  -0.22510435]]",black-eyed susan,a small yellow black-eyed susan sitting on top of a yellow black-eyed susan pot 
6608,image_04765.jpg,"[[-1.4797581e-04  1.0827259e-02  3.6535144e-03 ...  4.5636088e-02
  -4.7282705e-01  4.6715245e-01]]",pelargonium,a purple and white pelargonium in the middle of a plant 
6609,image_00450.jpg,"[[-2.6052567e-04  6.1381040e-03  5.7526492e-03 ...  1.6640176e+00
   5.3386056e-01  3.0840382e-02]]",cyclamen,a number of different colored cyclamens in a cyclamen pot 
6610,image_01266.jpg,"[[-8.81046435e-05  5.18090976e-03  1.75842689e-03 ...  7.50161409e-01
  -1.25438362e-01 -1.05543286e-01]]",rose,a red rose in a red rose bush 
6611,image_00001.jpg,"[[-7.7731180e-04  5.1195417e-03 -1.9000259e-03 ...  6.3268805e-01
  -1.0407370e+00 -4.3526471e-01]]",passion flower,a very pretty passion flower in a passion flower pot 
6612,image_02252.jpg,"[[-5.1441515e-04 -7.2412756e-03 -6.9167238e-04 ...  7.5974500e-01
  -2.6186445e-01 -4.3655050e-01]]",barbeton daisy,a vase filled with yellow barbeton daisys on top of a table 
6613,image_03240.jpg,"[[ 4.1887040e-05  5.1994757e-03  4.9328115e-03 ... -8.6351961e-02
   1.4965050e-01 -1.1728690e-01]]",californian poppy,a field filled with lots of yellow californian poppys 
6614,image_06971.jpg,"[[-2.1366969e-04  2.0871898e-03 -1.8582209e-03 ...  3.5301700e+00
   5.7376159e-04  2.0346270e+00]]",alpine sea holly,a blue and white bird sitting on top of a green field 
6615,image_07169.jpg,"[[-1.0099865e-04  2.8133602e-03 -1.9476557e-03 ...  1.2421260e+00
   1.5829104e-01  6.0316563e-01]]",tiger lily,a large yellow and white tiger lily in a tree 
6616,image_03995.jpg,"[[-3.2935469e-04  2.7270827e-03 -1.2506021e-04 ...  2.9608390e+00
   6.0446091e-02 -9.7890300e-01]]",colt's foot,a large orange and white bird sitting on top of a rock 
6617,image_07201.jpg,"[[-3.1339104e-04  3.4458120e-03  5.3376635e-03 ... -4.0034559e-01
   2.7872539e-01 -1.0591900e-01]]",moon orchid,a white moon orchid in a white vase 
